season_start,Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,win_perc
2018,1,Giannis Antetokounmpo\antetgi01,24,MIL,78,941,1010,0.932,72,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,14.4,0.292,0.732
2018,2,James Harden\hardeja01,29,HOU,23,776,1010,0.768,78,36.8,36.1,6.6,7.5,2,0.7,0.442,0.368,0.879,15.2,0.254,0.646
2018,3,Paul George\georgpa01,28,OKC,0,356,1010,0.352,77,36.9,28,8.2,4.1,2.2,0.4,0.438,0.386,0.839,11.9,0.201,0.598
2018,4,Nikola Jokić\jokicni01,23,DEN,0,212,1010,0.21,80,31.3,20.1,10.8,7.3,1.4,0.7,0.511,0.307,0.821,11.8,0.226,0.659
2018,5,Stephen Curry\curryst01,30,GSW,0,175,1010,0.173,69,33.8,27.3,5.3,5.2,1.3,0.4,0.472,0.437,0.916,9.7,0.199,0.695
2018,6,Damian Lillard\lillada01,28,POR,0,69,1010,0.068,80,35.5,25.8,4.6,6.9,1.1,0.4,0.444,0.369,0.912,12.1,0.205,0.646
2018,7,Joel Embiid\embiijo01,24,PHI,0,49,1010,0.049,64,33.7,27.5,13.6,3.7,0.7,1.9,0.484,0.3,0.804,8.7,0.194,0.622
2018,8,Kevin Durant\duranke01,30,GSW,0,25,1010,0.025,78,34.6,26,6.4,5.9,0.7,1.1,0.521,0.353,0.885,11.5,0.204,0.695
2018,9,Kawhi Leonard\leonaka01,27,TOR,0,13,1010,0.013,60,34,26.6,7.3,3.3,1.8,0.4,0.496,0.371,0.854,9.5,0.224,0.707
2018,10,Russell Westbrook\westbru01,30,OKC,0,8,1010,0.008,73,36,22.9,11.1,10.7,1.9,0.5,0.428,0.29,0.656,6.8,0.124,0.598
2018,11T,Rudy Gobert\goberru01,26,UTA,0,1,1010,0.001,81,31.8,15.9,12.9,2,0.8,2.3,0.669,0,0.636,14.4,0.268,0.61
2018,11T,LeBron James\jamesle01,34,LAL,0,1,1010,0.001,55,35.2,27.4,8.5,8.3,1.3,0.6,0.51,0.339,0.665,7.2,0.179,0.451
2017,1,James Harden\hardeja01,28,HOU,86,965,1010,0.955,72,35.4,30.4,5.4,8.8,1.8,0.7,0.449,0.367,0.858,15.4,0.289,0.793
2017,2,LeBron James\jamesle01,33,CLE,15,738,1010,0.731,82,36.9,27.5,8.6,9.1,1.4,0.9,0.542,0.367,0.731,14,0.221,0.61
2017,3,Anthony Davis\davisan02,24,NOP,0,445,1010,0.441,75,36.4,28.1,11.1,2.3,1.5,2.6,0.534,0.34,0.828,13.7,0.241,0.585
2017,4,Damian Lillard\lillada01,27,POR,0,207,1010,0.205,73,36.6,26.9,4.5,6.6,1.1,0.4,0.439,0.361,0.916,12.6,0.227,0.598
2017,5,Russell Westbrook\westbru01,29,OKC,0,76,1010,0.075,80,36.4,25.4,10.1,10.3,1.8,0.3,0.449,0.298,0.737,10.1,0.166,0.585
2017,6,Giannis Antetokounmpo\antetgi01,23,MIL,0,75,1010,0.074,75,36.7,26.9,10,4.8,1.5,1.4,0.529,0.307,0.76,11.9,0.207,0.537
2017,7,Kevin Durant\duranke01,29,GSW,0,66,1010,0.065,68,34.2,26.4,6.8,5.4,0.7,1.8,0.516,0.419,0.889,10.4,0.215,0.707
2017,8,DeMar DeRozan\derozde01,28,TOR,0,32,1010,0.032,80,33.9,23,3.9,5.2,1.1,0.3,0.456,0.31,0.825,9.6,0.17,0.72
2017,9,LaMarcus Aldridge\aldrila01,32,SAS,0,6,1010,0.006,75,33.5,23.1,8.5,2,0.6,1.2,0.51,0.293,0.837,10.9,0.209,0.573
2017,10T,Jimmy Butler\butleji01,28,MIN,0,5,1010,0.005,59,36.7,22.2,5.3,4.9,2,0.4,0.474,0.35,0.854,8.9,0.198,0.573
2017,10T,Stephen Curry\curryst01,29,GSW,0,5,1010,0.005,51,32,26.4,5.1,6.1,1.6,0.2,0.495,0.423,0.921,9.1,0.267,0.707
2017,12,Joel Embiid\embiijo01,23,PHI,0,4,1010,0.004,63,30.3,22.9,11,3.2,0.6,1.8,0.483,0.308,0.769,6.2,0.155,0.634
2017,13,Victor Oladipo\oladivi01,25,IND,0,2,1010,0.002,75,34,23.1,5.2,4.3,2.4,0.8,0.477,0.371,0.799,8.2,0.155,0.512
2016,1,Russell Westbrook\westbru01,28,OKC,69,888,1010,0.879,81,34.6,31.6,10.7,10.4,1.6,0.4,0.425,0.343,0.845,13.1,0.224,0.573
2016,2,James Harden\hardeja01,27,HOU,22,753,1010,0.746,81,36.4,29.1,8.1,11.2,1.5,0.5,0.44,0.347,0.847,15,0.245,0.71
2016,3,Kawhi Leonard\leonaka01,25,SAS,9,500,1010,0.495,74,33.4,25.5,5.8,3.5,1.8,0.7,0.485,0.38,0.88,13.6,0.264,0.744
2016,4,LeBron James\jamesle01,32,CLE,1,333,1010,0.33,74,37.8,26.4,8.6,8.7,1.2,0.6,0.548,0.363,0.674,12.9,0.221,0.622
2016,5,Isaiah Thomas\thomais02,27,BOS,0,81,1010,0.08,76,33.8,28.9,2.7,5.9,0.9,0.2,0.463,0.379,0.909,12.5,0.234,0.646
2016,6,Stephen Curry\curryst01,28,GSW,0,52,1010,0.051,79,33.4,25.3,4.5,6.6,1.8,0.2,0.468,0.411,0.898,12.6,0.229,0.817
2016,7T,Giannis Antetokounmpo\antetgi01,22,MIL,0,7,1010,0.007,80,35.6,22.9,8.8,5.4,1.6,1.9,0.521,0.272,0.77,12.4,0.21,0.512
2016,7T,John Wall\walljo01,26,WAS,0,7,1010,0.007,78,36.4,23.1,4.2,10.7,2,0.6,0.451,0.327,0.801,8.8,0.149,0.598
2016,9T,Anthony Davis\davisan02,23,NOP,0,2,1010,0.002,75,36.1,28,11.8,2.1,1.3,2.2,0.505,0.299,0.802,11,0.195,0.415
2016,9T,Kevin Durant\duranke01,28,GSW,0,2,1010,0.002,62,33.4,25.1,8.3,4.8,1.1,1.6,0.537,0.375,0.875,12,0.278,0.817
2016,11,DeMar DeRozan\derozde01,27,TOR,0,1,1010,0.001,74,35.4,27.3,5.2,3.9,1.1,0.2,0.467,0.266,0.842,9,0.166,0.622
2015,1,Stephen Curry\curryst01,27,GSW,131,1310,1310,1,79,34.2,30.1,5.4,6.7,2.1,0.2,0.504,0.454,0.908,17.9,0.318,0.89
2015,2,Kawhi Leonard\leonaka01,24,SAS,0,634,1310,0.484,72,33.1,21.2,6.8,2.6,1.8,1,0.506,0.443,0.874,13.7,0.277,0.817
2015,3,LeBron James\jamesle01,31,CLE,0,631,1310,0.482,76,35.6,25.3,7.4,6.8,1.4,0.6,0.52,0.309,0.731,13.6,0.242,0.695
2015,4,Russell Westbrook\westbru01,27,OKC,0,486,1310,0.371,80,34.4,23.5,7.8,10.4,2,0.3,0.454,0.296,0.812,14,0.245,0.671
2015,5,Kevin Durant\duranke01,27,OKC,0,147,1310,0.112,72,35.8,28.2,8.2,5,1,1.2,0.505,0.387,0.898,14.5,0.27,0.671
2015,6,Chris Paul\paulch01,30,LAC,0,107,1310,0.082,74,32.7,19.5,4.2,10,2.1,0.2,0.462,0.371,0.896,12.7,0.253,0.646
2015,7,Draymond Green\greendr01,25,GSW,0,50,1310,0.038,81,34.7,14,9.5,7.4,1.5,1.4,0.49,0.388,0.696,11.1,0.19,0.89
2015,8,Damian Lillard\lillada01,25,POR,0,26,1310,0.02,75,35.7,25.1,4,6.8,0.9,0.4,0.419,0.375,0.892,9.2,0.165,0.537
2015,9,James Harden\hardeja01,26,HOU,0,9,1310,0.007,82,38.1,29,6.1,7.5,1.7,0.6,0.439,0.359,0.86,13.3,0.204,0.5
2015,10,Kyle Lowry\lowryky01,29,TOR,0,6,1310,0.005,77,37,21.2,4.7,6.4,2.1,0.4,0.427,0.388,0.811,11.6,0.196,0.683
2014,1,Stephen Curry\curryst01,26,GSW,100,1198,1300,0.922,80,32.7,23.8,4.3,7.7,2,0.2,0.487,0.443,0.914,15.7,0.288,0.817
2014,2,James Harden\hardeja01,25,HOU,25,936,1300,0.72,81,36.8,27.4,5.7,7,1.9,0.7,0.44,0.375,0.868,16.4,0.265,0.683
2014,3,LeBron James\jamesle01,30,CLE,5,552,1300,0.425,69,36.1,25.3,6,7.4,1.6,0.7,0.488,0.354,0.71,10.4,0.199,0.646
2014,4,Russell Westbrook\westbru01,26,OKC,0,352,1300,0.271,67,34.4,28.1,7.3,8.6,2.1,0.2,0.426,0.299,0.835,10.6,0.222,0.549
2014,5,Anthony Davis\davisan02,21,NOP,0,203,1300,0.156,68,36.1,24.4,10.2,2.2,1.5,2.9,0.535,0.083,0.805,14,0.274,0.549
2014,6,Chris Paul\paulch01,29,LAC,0,124,1300,0.095,82,34.8,19.1,4.6,10.2,1.9,0.2,0.485,0.398,0.9,16.1,0.27,0.683
2014,7,LaMarcus Aldridge\aldrila01,29,POR,0,6,1300,0.005,71,35.4,23.4,10.2,1.7,0.7,1,0.466,0.352,0.845,8.6,0.165,0.622
2014,8T,Marc Gasol\gasolma01,30,MEM,0,3,1300,0.002,81,33.2,17.4,7.8,3.8,0.9,1.6,0.494,0.176,0.795,10.2,0.182,0.671
2014,8T,Blake Griffin\griffbl01,25,LAC,0,3,1300,0.002,67,35.2,21.9,7.6,5.3,0.9,0.5,0.502,0.4,0.728,9,0.183,0.683
2014,10T,Tim Duncan\duncati01,38,SAS,0,1,1300,0.001,77,28.9,13.9,9.1,3,0.8,2,0.512,0.286,0.74,9.6,0.207,0.671
2014,10T,Kawhi Leonard\leonaka01,23,SAS,0,1,1300,0.001,64,31.8,16.5,7.2,2.5,2.3,0.8,0.479,0.349,0.802,8.6,0.204,0.671
2014,10T,Klay Thompson\thompkl01,24,GSW,0,1,1300,0.001,77,31.9,21.7,3.2,2.9,1.1,0.8,0.463,0.439,0.879,8.8,0.172,0.817
2013,1,Kevin Durant\duranke01,25,OKC,119,1232,1250,0.986,81,38.5,32,7.4,5.5,1.3,0.7,0.503,0.391,0.873,19.2,0.295,0.72
2013,2,LeBron James\jamesle01,29,MIA,6,891,1250,0.713,77,37.7,27.1,6.9,6.3,1.6,0.3,0.567,0.379,0.75,15.9,0.264,0.659
2013,3,Blake Griffin\griffbl01,24,LAC,0,434,1250,0.347,80,35.8,24.1,9.5,3.9,1.2,0.6,0.528,0.273,0.715,12.2,0.205,0.695
2013,4,Joakim Noah\noahjo01,28,CHI,0,322,1250,0.258,80,35.3,12.6,11.3,5.4,1.2,1.5,0.475,0,0.737,11.2,0.19,0.585
2013,5,James Harden\hardeja01,24,HOU,0,85,1250,0.068,73,38,25.4,4.7,6.1,1.6,0.4,0.456,0.366,0.866,12.8,0.221,0.659
2013,6,Stephen Curry\curryst01,25,GSW,0,66,1250,0.053,78,36.5,24,4.3,8.5,1.6,0.2,0.471,0.424,0.885,13.4,0.225,0.622
2013,7,Chris Paul\paulch01,28,LAC,0,45,1250,0.036,62,35,19.1,4.3,10.7,2.5,0.1,0.467,0.368,0.855,12.2,0.27,0.695
2013,8,Al Jefferson\jeffeal01,29,CHA,0,34,1250,0.027,73,35,21.8,10.8,2.1,0.9,1.1,0.509,0.2,0.69,7.8,0.146,0.524
2013,9,Paul George\georgpa01,23,IND,0,33,1250,0.026,80,36.2,21.7,6.8,3.5,1.9,0.3,0.424,0.364,0.864,10.8,0.178,0.683
2013,10,LaMarcus Aldridge\aldrila01,28,POR,0,26,1250,0.021,69,36.2,23.2,11.1,2.6,0.9,1,0.458,0.2,0.822,7.5,0.144,0.659
2013,11,Kevin Love\loveke01,25,MIN,0,25,1250,0.02,77,36.3,26.1,12.5,4.4,0.8,0.5,0.457,0.376,0.821,14.3,0.245,0.488
2013,12T,Tim Duncan\duncati01,37,SAS,0,21,1250,0.017,74,29.2,15.1,9.7,3,0.6,1.9,0.49,0,0.731,7.4,0.164,0.756
2013,12T,Tony Parker\parketo01,31,SAS,0,21,1250,0.017,68,29.4,16.7,2.3,5.7,0.5,0.1,0.499,0.373,0.811,5.9,0.141,0.756
2013,14,Dirk Nowitzki\nowitdi01,35,DAL,0,7,1250,0.006,80,32.9,21.7,6.2,2.7,0.9,0.6,0.497,0.398,0.899,10.9,0.199,0.598
2013,15,Carmelo Anthony\anthoca01,29,NYK,0,4,1250,0.003,77,38.7,27.4,8.1,3.1,1.2,0.7,0.452,0.402,0.848,10.7,0.172,0.451
2013,16,Goran Dragić\dragigo01,27,PHO,0,3,1250,0.002,76,35.1,20.3,3.2,5.9,1.4,0.3,0.505,0.408,0.76,10.3,0.186,0.585
2013,17,Mike Conley\conlemi01,26,MEM,0,1,1250,0.001,73,33.5,17.2,2.9,6,1.5,0.2,0.45,0.361,0.815,8.2,0.161,0.61
2012,1,LeBron James\jamesle01,28,MIA,120,1207,1210,0.998,76,37.9,26.8,8,7.3,1.7,0.9,0.565,0.406,0.753,19.3,0.322,0.805
2012,2,Kevin Durant\duranke01,24,OKC,0,765,1210,0.632,81,38.5,28.1,7.9,4.6,1.4,1.3,0.51,0.416,0.905,18.9,0.291,0.732
2012,3,Carmelo Anthony\anthoca01,28,NYK,1,475,1210,0.393,67,37,28.7,6.9,2.6,0.8,0.5,0.449,0.379,0.83,9.5,0.184,0.659
2012,4,Chris Paul\paulch01,27,LAC,0,289,1210,0.239,70,33.4,16.9,3.7,9.7,2.4,0.1,0.481,0.328,0.885,13.9,0.287,0.683
2012,5,Kobe Bryant\bryanko01,34,LAL,0,184,1210,0.152,78,38.6,27.3,5.6,6,1.4,0.3,0.463,0.324,0.839,10.9,0.174,0.549
2012,6,Tony Parker\parketo01,30,SAS,0,86,1210,0.071,66,32.9,20.3,3,7.6,0.8,0.1,0.522,0.353,0.845,9.3,0.206,0.707
2012,7,Tim Duncan\duncati01,36,SAS,0,65,1210,0.054,69,30.1,17.8,9.9,2.7,0.7,2.7,0.502,0.286,0.817,8.3,0.191,0.707
2012,8,James Harden\hardeja01,23,HOU,0,33,1210,0.027,78,38.3,25.9,4.9,5.8,1.8,0.5,0.438,0.368,0.851,12.8,0.206,0.549
2012,9,Russell Westbrook\westbru01,24,OKC,0,9,1210,0.007,82,34.9,23.2,5.2,7.4,1.8,0.3,0.438,0.323,0.8,11.6,0.195,0.732
2012,10,Dwyane Wade\wadedw01,31,MIA,0,5,1210,0.004,69,34.7,21.2,5,5.1,1.9,0.8,0.521,0.258,0.725,9.6,0.192,0.805
2012,11,Stephen Curry\curryst01,24,GSW,0,3,1210,0.002,78,38.2,22.9,4,6.9,1.6,0.2,0.451,0.453,0.9,11.2,0.18,0.573
2012,12T,Kevin Garnett\garneke01,36,BOS,0,1,1210,0.001,68,29.7,14.8,7.8,2.3,1.1,0.9,0.496,0.125,0.786,5.6,0.133,0.506
2012,12T,Marc Gasol\gasolma01,28,MEM,0,1,1210,0.001,80,35,14.1,7.8,4,1,1.7,0.494,0.071,0.848,11.5,0.197,0.683
2012,12T,Ty Lawson\lawsoty01,25,DEN,0,1,1210,0.001,73,34.4,16.7,2.7,6.9,1.5,0.1,0.461,0.366,0.756,7.4,0.141,0.695
2012,12T,David Lee\leeda02,29,GSW,0,1,1210,0.001,79,36.8,18.5,11.2,3.5,0.8,0.3,0.519,0,0.797,9.1,0.15,0.573
2012,12T,Joakim Noah\noahjo01,27,CHI,0,1,1210,0.001,66,36.8,11.9,11.1,4,1.2,2.1,0.481,0,0.751,7.3,0.145,0.549
2011,1,LeBron James\jamesle01,27,MIA,85,1074,1210,0.888,62,37.5,27.1,7.9,6.2,1.9,0.8,0.531,0.362,0.771,14.5,0.298,0.697
2011,2,Kevin Durant\duranke01,23,OKC,24,889,1210,0.735,66,38.6,28,8,3.5,1.3,1.2,0.496,0.387,0.86,12.2,0.23,0.712
2011,3,Chris Paul\paulch01,26,LAC,6,385,1210,0.318,60,36.4,19.8,3.6,9.1,2.5,0.1,0.478,0.371,0.861,12.7,0.278,0.606
2011,4,Kobe Bryant\bryanko01,33,LAL,2,352,1210,0.291,58,38.5,27.9,5.4,4.6,1.2,0.3,0.43,0.303,0.845,6.2,0.132,0.621
2011,5,Tony Parker\parketo01,29,SAS,4,331,1210,0.274,60,32.1,18.3,2.9,7.7,1,0.1,0.48,0.23,0.799,7.1,0.177,0.758
2011,6,Kevin Love\loveke01,23,MIN,0,58,1210,0.048,55,39,26,13.3,2,0.9,0.5,0.448,0.372,0.824,10,0.223,0.394
2011,7,Dwight Howard\howardw01,26,ORL,0,13,1210,0.011,54,38.3,20.6,14.5,1.9,1.5,2.1,0.573,0,0.491,7.7,0.179,0.561
2011,8,Rajon Rondo\rondora01,25,BOS,0,12,1210,0.01,53,36.9,11.9,4.8,11.7,1.8,0.1,0.448,0.238,0.597,4.9,0.121,0.591
2011,9,Steve Nash\nashst01,37,PHO,0,7,1210,0.006,62,31.6,12.5,3,10.7,0.6,0.1,0.532,0.39,0.894,5.9,0.144,0.5
2011,10,Dwyane Wade\wadedw01,30,MIA,0,6,1210,0.005,49,33.2,22.1,4.8,4.6,1.7,1.3,0.497,0.268,0.791,7.7,0.227,0.697
2011,11,Derrick Rose\rosede01,23,CHI,0,5,1210,0.004,39,35.3,21.8,3.4,7.9,0.9,0.7,0.435,0.312,0.812,6,0.211,0.758
2011,12T,Dirk Nowitzki\nowitdi01,33,DAL,0,4,1210,0.003,62,33.5,21.6,6.7,2.2,0.7,0.5,0.457,0.368,0.896,7.6,0.175,0.545
2011,12T,Russell Westbrook\westbru01,23,OKC,0,4,1210,0.003,66,35.3,23.6,4.6,5.5,1.7,0.3,0.457,0.316,0.823,7.9,0.163,0.712
2011,14,Tim Duncan\duncati01,35,SAS,0,3,1210,0.002,58,28.2,15.4,9,2.3,0.7,1.5,0.492,0,0.695,5.9,0.174,0.758
2011,15,Joe Johnson\johnsjo02,30,ATL,0,1,1210,0.001,60,35.5,18.8,3.7,3.9,0.8,0.2,0.454,0.388,0.849,6.4,0.145,0.606
2010,1,Derrick Rose\rosede01,22,CHI,113,1182,1210,0.977,81,37.4,25,4.1,7.7,1,0.6,0.445,0.332,0.858,13.1,0.208,0.756
2010,2,Dwight Howard\howardw01,25,ORL,3,643,1210,0.531,78,37.6,22.9,14.1,1.4,1.4,2.4,0.593,0,0.596,14.4,0.235,0.634
2010,3,LeBron James\jamesle01,26,MIA,4,522,1210,0.431,79,38.8,26.7,7.5,7,1.6,0.6,0.51,0.33,0.759,15.6,0.244,0.707
2010,4,Kobe Bryant\bryanko01,32,LAL,1,428,1210,0.354,82,33.9,25.3,5.1,4.7,1.2,0.1,0.451,0.323,0.828,10.3,0.178,0.695
2010,5,Kevin Durant\duranke01,22,OKC,0,190,1210,0.157,78,38.9,27.7,6.8,2.7,1.1,1,0.462,0.35,0.88,12,0.189,0.671
2010,6,Dirk Nowitzki\nowitdi01,32,DAL,0,113,1210,0.093,73,34.3,23,7,2.6,0.5,0.6,0.517,0.393,0.892,11.1,0.213,0.695
2010,7,Dwyane Wade\wadedw01,29,MIA,0,24,1210,0.02,76,37.1,25.5,6.4,4.6,1.5,1.1,0.5,0.306,0.758,12.8,0.218,0.707
2010,8,Manu Ginóbili\ginobma01,33,SAS,0,20,1210,0.017,80,30.3,17.4,3.7,4.9,1.5,0.4,0.433,0.349,0.871,9.9,0.195,0.744
2010,9,Amar'e Stoudemire\stoudam01,28,NYK,0,9,1210,0.007,78,36.8,25.3,8.2,2.6,0.9,1.9,0.502,0.435,0.792,8,0.134,0.512
2010,10T,Blake Griffin\griffbl01,21,LAC,0,5,1210,0.004,82,38,22.5,12.1,3.8,0.8,0.5,0.506,0.292,0.642,9.8,0.152,0.39
2010,10T,Rajon Rondo\rondora01,24,BOS,0,5,1210,0.004,68,37.2,10.6,4.4,11.2,2.3,0.2,0.475,0.233,0.568,6.6,0.126,0.683
2010,12,Tony Parker\parketo01,28,SAS,0,3,1210,0.002,78,32.4,17.5,3.1,6.6,1.2,0,0.519,0.357,0.769,8.2,0.156,0.744
2010,13,Chris Paul\paulch01,25,NOH,0,2,1210,0.002,80,36,15.9,4.1,9.8,2.4,0.1,0.463,0.388,0.878,13.9,0.232,0.561
2009,1,LeBron James\jamesle01,25,CLE,116,1205,1230,0.98,76,39,29.7,7.3,8.6,1.6,1,0.503,0.333,0.767,18.5,0.299,0.744
2009,2,Kevin Durant\duranke01,21,OKC,4,609,1230,0.495,82,39.5,30.1,7.6,2.8,1.4,1,0.476,0.365,0.9,16.1,0.238,0.61
2009,3,Kobe Bryant\bryanko01,31,LAL,0,599,1230,0.487,73,38.8,27,5.4,5,1.5,0.3,0.456,0.329,0.811,9.4,0.16,0.695
2009,4,Dwight Howard\howardw01,24,ORL,3,478,1230,0.389,82,34.7,18.3,13.2,1.8,0.9,2.8,0.612,0,0.592,13.2,0.223,0.72
2009,5,Dwyane Wade\wadedw01,28,MIA,0,119,1230,0.097,77,36.3,26.6,4.8,6.5,1.8,1.1,0.476,0.3,0.761,13,0.224,0.573
2009,6,Carmelo Anthony\anthoca01,25,DEN,0,65,1230,0.053,69,38.2,28.2,6.6,3.2,1.3,0.4,0.458,0.316,0.83,7.9,0.145,0.646
2009,7,Dirk Nowitzki\nowitdi01,31,DAL,0,55,1230,0.045,81,37.5,25,7.7,2.7,0.9,1,0.481,0.421,0.915,12.3,0.194,0.671
2009,8,Steve Nash\nashst01,35,PHO,0,49,1230,0.04,81,32.8,16.5,3.3,11,0.5,0.1,0.507,0.426,0.938,9.9,0.178,0.659
2009,9,Deron Williams\willide01,25,UTA,0,7,1230,0.006,76,36.9,18.7,4,10.5,1.3,0.2,0.469,0.371,0.801,10.3,0.177,0.646
2009,10,Amar'e Stoudemire\stoudam01,27,PHO,0,5,1230,0.004,82,34.6,23.1,8.9,1,0.6,1,0.557,0.167,0.771,10.7,0.181,0.659
2009,11,Manu Ginóbili\ginobma01,32,SAS,0,3,1230,0.002,75,28.7,16.5,3.8,4.9,1.4,0.3,0.441,0.377,0.87,9.7,0.216,0.61
